partition_alpha,batch_size,lr,wd,epochs,client_num_in_total,cut_layer,num_ln,agg_type,ln_upscale,random_seed,db_id,config_id
15.403596595019247, 64.0, 0.01, 0.01, 15.0, 11.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 0.0
2.362490747747565, 128.0, 0.01, 0.01, 15.0, 19.0, 8.0, 10.0, 0.0, 2.0, 0.0, 5.0, 1.0
1.1395817246491853, 32.0, 0.01, 0.01, 15.0, 4.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 2.0
0.1115232812549434, 32.0, 0.01, 0.01, 15.0, 2.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 3.0
14.442352339645911, 64.0, 0.01, 0.01, 15.0, 2.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 4.0
0.2642526057549916, 64.0, 0.01, 0.01, 15.0, 12.0, 3.0, 10.0, 0.0, 2.0, 0.0, 5.0, 5.0
0.9860942908083907, 128.0, 0.01, 0.01, 15.0, 17.0, 4.0, 10.0, 0.0, 2.0, 0.0, 5.0, 6.0
0.8319401612263677, 32.0, 0.01, 0.01, 15.0, 16.0, 8.0, 10.0, 0.0, 2.0, 0.0, 5.0, 7.0
0.7586762940448893, 32.0, 0.01, 0.01, 15.0, 3.0, 6.0, 10.0, 0.0, 2.0, 0.0, 5.0, 8.0
3.6762755221346355, 32.0, 0.01, 0.01, 15.0, 9.0, 8.0, 10.0, 0.0, 2.0, 0.0, 5.0, 9.0
15.255065745117381, 16.0, 0.01, 0.01, 15.0, 14.0, 3.0, 10.0, 0.0, 2.0, 0.0, 5.0, 10.0
0.5022563311994769, 16.0, 0.01, 0.01, 15.0, 2.0, 5.0, 10.0, 0.0, 2.0, 0.0, 5.0, 11.0
1.0299214204601976, 64.0, 0.01, 0.01, 15.0, 7.0, 5.0, 10.0, 0.0, 2.0, 0.0, 5.0, 12.0
8.26430780469112, 128.0, 0.01, 0.01, 15.0, 3.0, 7.0, 10.0, 0.0, 2.0, 0.0, 5.0, 13.0
0.39396759377547214, 8.0, 0.01, 0.01, 15.0, 8.0, 5.0, 10.0, 0.0, 2.0, 0.0, 5.0, 14.0
0.9512538336584951, 16.0, 0.01, 0.01, 15.0, 10.0, 5.0, 10.0, 0.0, 2.0, 0.0, 5.0, 15.0
17.02328271686738, 128.0, 0.01, 0.01, 15.0, 12.0, 3.0, 10.0, 0.0, 2.0, 0.0, 5.0, 16.0
11.455777613940604, 16.0, 0.01, 0.01, 15.0, 14.0, 8.0, 10.0, 0.0, 2.0, 0.0, 5.0, 17.0
0.12707770074499689, 64.0, 0.01, 0.01, 15.0, 8.0, 6.0, 10.0, 0.0, 2.0, 0.0, 5.0, 18.0
0.4210971105328152, 128.0, 0.01, 0.01, 15.0, 13.0, 2.0, 10.0, 0.0, 2.0, 0.0, 5.0, 19.0
7.012604000905367, 128.0, 0.01, 0.01, 15.0, 1.0, 2.0, 10.0, 0.0, 2.0, 0.0, 5.0, 20.0
5.983542473217019, 8.0, 0.01, 0.01, 15.0, 12.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 21.0
0.28677569187725055, 32.0, 0.01, 0.01, 15.0, 8.0, 4.0, 10.0, 0.0, 2.0, 0.0, 5.0, 22.0
5.9527302458239735, 32.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 5.0, 23.0
0.18476435128841198, 16.0, 0.01, 0.01, 15.0, 7.0, 2.0, 10.0, 0.0, 2.0, 0.0, 5.0, 24.0
0.5773062784917183, 64.0, 0.01, 0.01, 15.0, 16.0, 8.0, 10.0, 0.0, 2.0, 0.0, 5.0, 25.0
4.773596444669527, 128.0, 0.01, 0.01, 15.0, 8.0, 7.0, 10.0, 0.0, 2.0, 0.0, 5.0, 26.0
1.9563112740927746, 32.0, 0.01, 0.01, 15.0, 3.0, 6.0, 10.0, 0.0, 2.0, 0.0, 5.0, 27.0
5.631047841350824, 32.0, 0.01, 0.01, 15.0, 14.0, 8.0, 10.0, 0.0, 2.0, 0.0, 5.0, 28.0
1.5952322469109685, 32.0, 0.01, 0.01, 15.0, 15.0, 3.0, 10.0, 0.0, 2.0, 0.0, 5.0, 29.0
1.0254782863641851, 16.0, 0.01, 0.01, 15.0, 19.0, 8.0, 10.0, 0.0, 2.0, 0.0, 5.0, 30.0
0.5288622176491503, 8.0, 0.01, 0.01, 15.0, 4.0, 7.0, 10.0, 0.0, 2.0, 0.0, 5.0, 31.0
0.3746527260467629, 128.0, 0.01, 0.01, 15.0, 13.0, 8.0, 10.0, 0.0, 2.0, 0.0, 5.0, 32.0
0.29325806798716725, 32.0, 0.01, 0.01, 15.0, 13.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 33.0
3.9693644104005226, 32.0, 0.01, 0.01, 15.0, 2.0, 3.0, 10.0, 0.0, 2.0, 0.0, 5.0, 34.0
0.47891890277159804, 128.0, 0.01, 0.01, 15.0, 6.0, 5.0, 10.0, 0.0, 2.0, 0.0, 5.0, 35.0
0.31815444725000264, 64.0, 0.01, 0.01, 15.0, 11.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 36.0
0.19095368593454043, 16.0, 0.01, 0.01, 15.0, 7.0, 7.0, 10.0, 0.0, 2.0, 0.0, 5.0, 37.0
0.4228481828788673, 8.0, 0.01, 0.01, 15.0, 13.0, 2.0, 10.0, 0.0, 2.0, 0.0, 5.0, 38.0
0.10375213943059786, 32.0, 0.01, 0.01, 15.0, 8.0, 4.0, 10.0, 0.0, 2.0, 0.0, 5.0, 39.0
1.304993374930606, 8.0, 0.01, 0.01, 15.0, 1.0, 4.0, 10.0, 0.0, 2.0, 0.0, 5.0, 40.0
0.5982223525495426, 16.0, 0.01, 0.01, 15.0, 15.0, 4.0, 10.0, 0.0, 2.0, 0.0, 5.0, 41.0
0.8496482024526731, 8.0, 0.01, 0.01, 15.0, 17.0, 3.0, 10.0, 0.0, 2.0, 0.0, 5.0, 42.0
0.3698871344627227, 64.0, 0.01, 0.01, 15.0, 7.0, 3.0, 10.0, 0.0, 2.0, 0.0, 5.0, 43.0
0.49241357358582283, 32.0, 0.01, 0.01, 15.0, 17.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 44.0
0.41102772390918335, 8.0, 0.01, 0.01, 15.0, 2.0, 3.0, 10.0, 0.0, 2.0, 0.0, 5.0, 45.0
0.1313572811441117, 64.0, 0.01, 0.01, 15.0, 5.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 46.0
2.881784306375465, 8.0, 0.01, 0.01, 15.0, 2.0, 6.0, 10.0, 0.0, 2.0, 0.0, 5.0, 47.0
1.0724140452415685, 64.0, 0.01, 0.01, 15.0, 6.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 48.0
0.1534779285958901, 64.0, 0.01, 0.01, 15.0, 17.0, 8.0, 10.0, 0.0, 2.0, 0.0, 5.0, 49.0
2.850720787528541, 128.0, 0.01, 0.01, 15.0, 6.0, 7.0, 10.0, 0.0, 2.0, 0.0, 5.0, 50.0
7.561957456449992, 32.0, 0.01, 0.01, 15.0, 16.0, 2.0, 10.0, 0.0, 2.0, 0.0, 5.0, 51.0
0.5471728643473659, 8.0, 0.01, 0.01, 15.0, 6.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 52.0
9.442986241549303, 128.0, 0.01, 0.01, 15.0, 4.0, 4.0, 10.0, 0.0, 2.0, 0.0, 5.0, 53.0
1.5077921840166906, 16.0, 0.01, 0.01, 15.0, 19.0, 5.0, 10.0, 0.0, 2.0, 0.0, 5.0, 54.0
14.59392947539871, 64.0, 0.01, 0.01, 15.0, 8.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 55.0
8.464398106421383, 16.0, 0.01, 0.01, 15.0, 11.0, 5.0, 10.0, 0.0, 2.0, 0.0, 5.0, 56.0
0.1824340821760336, 8.0, 0.01, 0.01, 15.0, 10.0, 4.0, 10.0, 0.0, 2.0, 0.0, 5.0, 57.0
0.25268329712991777, 64.0, 0.01, 0.01, 15.0, 16.0, 2.0, 10.0, 0.0, 2.0, 0.0, 5.0, 58.0
1.6547861144770246, 64.0, 0.01, 0.01, 15.0, 2.0, 2.0, 10.0, 0.0, 2.0, 0.0, 5.0, 59.0
1.9259720626223087, 64.0, 0.01, 0.01, 15.0, 9.0, 2.0, 10.0, 0.0, 2.0, 0.0, 5.0, 60.0
4.088315227397115, 32.0, 0.01, 0.01, 15.0, 16.0, 4.0, 10.0, 0.0, 2.0, 0.0, 5.0, 61.0
10.995436403641987, 64.0, 0.01, 0.01, 15.0, 1.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 62.0
0.15617394587891606, 64.0, 0.01, 0.01, 15.0, 8.0, 5.0, 10.0, 0.0, 2.0, 0.0, 5.0, 63.0
2.1685894168867392, 64.0, 0.01, 0.01, 15.0, 16.0, 7.0, 10.0, 0.0, 2.0, 0.0, 5.0, 64.0
3.3630821262980684, 8.0, 0.01, 0.01, 15.0, 18.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 65.0
1.3104239241253683, 16.0, 0.01, 0.01, 15.0, 3.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 66.0
0.3281333770531391, 128.0, 0.01, 0.01, 15.0, 1.0, 5.0, 10.0, 0.0, 2.0, 0.0, 5.0, 67.0
1.369191685855883, 8.0, 0.01, 0.01, 15.0, 16.0, 5.0, 10.0, 0.0, 2.0, 0.0, 5.0, 68.0
3.2597702412369736, 32.0, 0.01, 0.01, 15.0, 1.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 69.0
