partition_alpha,batch_size,lr,wd,epochs,client_num_in_total,cut_layer,num_ln,agg_type,random_seed
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 0.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 1.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 2.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 3.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 4.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 5.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 6.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 7.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 8.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 9.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 10.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 11.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 12.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 13.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 14.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 15.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 16.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 17.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 18.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 19.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 20.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 21.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 22.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 23.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 24.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 25.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 26.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 27.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 28.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 29.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 30.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 31.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 32.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 33.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 34.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 35.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 36.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 37.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 38.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 39.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 40.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 41.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 42.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 43.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 44.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 45.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 46.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 47.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 48.0
0.6205232621433804, 64.0, 0.04765911808680838, 0.00024400607090817517, 15.0, 11.0, 4.0, 7.0, 0.0, 49.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 0.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 1.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 2.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 3.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 4.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 5.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 6.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 7.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 8.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 9.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 10.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 11.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 12.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 13.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 14.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 15.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 16.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 17.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 18.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 19.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 20.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 21.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 22.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 23.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 24.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 25.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 26.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 27.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 28.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 29.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 30.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 31.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 32.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 33.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 34.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 35.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 36.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 37.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 38.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 39.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 40.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 41.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 42.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 43.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 44.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 45.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 46.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 47.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 48.0
0.125981948123205, 32.0, 7.19781876906885e-06, 0.000401378302384625, 15.0, 12.0, 5.0, 7.0, 1.0, 49.0
0.10293544810566393, 16.0, 0.00506861212044891, 0.00027964859516062436, 15.0, 17.0, 2.0, 6.0, 0.0, 0.0
0.10293544810566393, 16.0, 0.00506861212044891, 0.00027964859516062436, 15.0, 17.0, 2.0, 6.0, 0.0, 1.0
0.10293544810566393, 16.0, 0.00506861212044891, 0.00027964859516062436, 15.0, 17.0, 2.0, 6.0, 0.0, 2.0
0.10293544810566393, 16.0, 0.00506861212044891, 0.00027964859516062436, 15.0, 17.0, 2.0, 6.0, 0.0, 3.0
0.10293544810566393, 16.0, 0.00506861212044891, 0.00027964859516062436, 15.0, 17.0, 2.0, 6.0, 0.0, 4.0
