partition_alpha,batch_size,lr,wd,epochs,client_num_in_total,cut_layer,num_ln,agg_type,ln_upscale,random_seed,db_id,config_id
15.403596595019247, 64.0, 0.01, 0.01, 15.0, 8.0, 6.0, 10.0, 0.0, 2.0, 0.0, 5.0, 0.0
0.22856175997064754, 128.0, 0.01, 0.01, 15.0, 11.0, 4.0, 10.0, 0.0, 2.0, 0.0, 5.0, 1.0
2.416482602989751, 128.0, 0.01, 0.01, 15.0, 3.0, 7.0, 10.0, 1.0, 2.0, 0.0, 5.0, 2.0
17.0526415389831, 128.0, 0.01, 0.01, 15.0, 6.0, 3.0, 10.0, 1.0, 2.0, 0.0, 5.0, 3.0
0.2642526057549916, 64.0, 0.01, 0.01, 15.0, 12.0, 2.0, 10.0, 1.0, 2.0, 0.0, 5.0, 4.0
1.612583583345553, 8.0, 0.01, 0.01, 15.0, 10.0, 9.0, 10.0, 0.0, 2.0, 0.0, 5.0, 5.0
17.40366268585403, 64.0, 0.01, 0.01, 15.0, 15.0, 7.0, 10.0, 0.0, 2.0, 0.0, 5.0, 6.0
0.7586762940448893, 32.0, 0.01, 0.01, 15.0, 3.0, 6.0, 10.0, 1.0, 2.0, 0.0, 5.0, 7.0
3.6762755221346355, 32.0, 0.01, 0.01, 15.0, 7.0, 3.0, 10.0, 0.0, 2.0, 0.0, 5.0, 8.0
14.724294724810285, 64.0, 0.01, 0.01, 15.0, 18.0, 3.0, 10.0, 1.0, 2.0, 0.0, 5.0, 9.0
0.10882754326635243, 8.0, 0.01, 0.01, 15.0, 15.0, 5.0, 10.0, 1.0, 2.0, 0.0, 5.0, 10.0
1.378532226784798, 64.0, 0.01, 0.01, 15.0, 3.0, 7.0, 10.0, 0.0, 2.0, 0.0, 5.0, 11.0
0.39396759377547214, 8.0, 0.01, 0.01, 15.0, 4.0, 3.0, 10.0, 1.0, 2.0, 0.0, 5.0, 12.0
2.024396057549301, 16.0, 0.01, 0.01, 15.0, 18.0, 3.0, 10.0, 0.0, 2.0, 0.0, 5.0, 13.0
14.514940016485879, 64.0, 0.01, 0.01, 15.0, 4.0, 7.0, 10.0, 1.0, 2.0, 0.0, 5.0, 14.0
0.12707770074499689, 64.0, 0.01, 0.01, 15.0, 16.0, 6.0, 10.0, 1.0, 2.0, 0.0, 5.0, 15.0
1.7452103706462816, 16.0, 0.01, 0.01, 15.0, 13.0, 2.0, 10.0, 1.0, 2.0, 0.0, 5.0, 16.0
7.012604000905367, 128.0, 0.01, 0.01, 15.0, 7.0, 2.0, 10.0, 0.0, 2.0, 0.0, 5.0, 17.0
0.2865832106246124, 8.0, 0.01, 0.01, 15.0, 11.0, 4.0, 10.0, 1.0, 2.0, 0.0, 5.0, 18.0
4.333304126829627, 8.0, 0.01, 0.01, 15.0, 1.0, 4.0, 10.0, 0.0, 2.0, 0.0, 5.0, 19.0
13.534621231243998, 128.0, 0.01, 0.01, 15.0, 9.0, 5.0, 10.0, 1.0, 2.0, 0.0, 5.0, 20.0
2.7178637804725727, 8.0, 0.01, 0.01, 15.0, 1.0, 9.0, 10.0, 1.0, 2.0, 0.0, 5.0, 21.0
4.773596444669527, 128.0, 0.01, 0.01, 15.0, 3.0, 2.0, 10.0, 1.0, 2.0, 0.0, 5.0, 22.0
0.18844731205676568, 32.0, 0.01, 0.01, 15.0, 3.0, 2.0, 10.0, 1.0, 2.0, 0.0, 5.0, 23.0
1.9566613546446423, 128.0, 0.01, 0.01, 15.0, 14.0, 8.0, 10.0, 0.0, 2.0, 0.0, 5.0, 24.0
1.5952322469109685, 32.0, 0.01, 0.01, 15.0, 10.0, 5.0, 10.0, 0.0, 2.0, 0.0, 5.0, 25.0
0.291180263879886, 128.0, 0.01, 0.01, 15.0, 7.0, 2.0, 10.0, 1.0, 2.0, 0.0, 5.0, 26.0
1.9774885928261974, 64.0, 0.01, 0.01, 15.0, 5.0, 8.0, 10.0, 1.0, 2.0, 0.0, 5.0, 27.0
1.7465882894851081, 128.0, 0.01, 0.01, 15.0, 4.0, 6.0, 10.0, 0.0, 2.0, 0.0, 5.0, 28.0
3.9693644104005226, 32.0, 0.01, 0.01, 15.0, 2.0, 3.0, 10.0, 1.0, 2.0, 0.0, 5.0, 29.0
0.47891890277159804, 128.0, 0.01, 0.01, 15.0, 6.0, 5.0, 10.0, 0.0, 2.0, 0.0, 5.0, 30.0
0.31815444725000264, 64.0, 0.01, 0.01, 15.0, 11.0, 9.0, 10.0, 1.0, 2.0, 0.0, 5.0, 31.0
0.19095368593454043, 16.0, 0.01, 0.01, 15.0, 7.0, 7.0, 10.0, 0.0, 2.0, 0.0, 5.0, 32.0
0.4228481828788673, 8.0, 0.01, 0.01, 15.0, 13.0, 2.0, 10.0, 0.0, 2.0, 0.0, 5.0, 33.0
0.10375213943059786, 32.0, 0.01, 0.01, 15.0, 9.0, 7.0, 10.0, 1.0, 2.0, 0.0, 5.0, 34.0
3.9202709264016975, 128.0, 0.01, 0.01, 15.0, 12.0, 9.0, 10.0, 1.0, 2.0, 0.0, 5.0, 35.0
