partition_alpha,batch_size,lr,wd,epochs,client_num_in_total,cut_layer,num_ln,agg_type,ln_upscale,random_seed,db_id,config_id
0.7274917088027809, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 0.0
15.403596595019247, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 1.0
4.834371453184641, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 2.0
2.3852347578447075, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 3.0
0.22856175997064754, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 4.0
0.22853255256339203, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 5.0
0.1360354613611808, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 6.0
9.842315738502599, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 7.0
2.416482602989751, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 8.0
4.258888210290081, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 9.0
0.1115232812549434, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 10.0
17.0526415389831, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 11.0
8.231433730995546, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 12.0
0.30803400529839686, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 13.0
0.2620503255096255, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 14.0
0.2642526057549916, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 15.0
0.5012686302434877, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 16.0
1.6124278458562615, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 17.0
0.9860942908083907, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 18.0
0.46787192650162013, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 19.0
2.5579488960947363, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 20.0
0.20940138873937433, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 21.0
0.4701469243560971, 64.0, 0.01, 0.01, 15.0, 5.0, 3.0, 10.0, 0.0, 2.0, 0.0, 0.0, 22.0
